username,comment,likes,time,likes_clean,days_ago,text_length,comment_clean,comment_normalized,comment_final,sentiment
@dedywahyudi4915,makanya mpr tuh kalo ngadain acara cari juri yg pendengaran nya masih normal gak kaya gini,0,5 jam yang lalu (diedit),0,0,90,makanya mpr tuh kalo ngadain acara cari juri yg pendengaran nya masih normal gak kaya gini,makanya mpr tuh kalau mengadakan acara cari juri yang pendengaran ya masih normal tidak kayak begini,makanya mpr mengadakan acara cari juri pendengaran normal tidak,0
@prodence9563,Ternyata orang yang jd juri dan punya jabatan mentereng belum tentu orang cerdas .. ekekekekekek,0,5 jam yang lalu,0,0,96,ternyata orang yang jd juri dan punya jabatan mentereng belum tentu orang cerdas ekekekekekek,ternyata orang yang jadi juri dan punya jabatan mentereng belum tentu orang cerdas ekekekekekek,ternyata juri punya jabatan mentereng cerdas ekekekekekek,0
@RePhantomz,wkwkwk  sepertinya yang jadi juri gagal menerapkkan asas pancasila: Keadilan bagi seluruh rakyat indonesia. Ini adalah live yang direkam. Akan ada tim yang memantau streaming dan yang perlu mereka lakukan untuk klarifikasi jawaban adalah dengan memutar part dimana jawaban tim C disampaikan di 1:10:23 dan dibandingkan ke jawaban tim B di 1:11:08. Kenapa ini bisa terjadi?  karena ketidak kompeten tim termasuk juri dan juri yang anti rasa malu karena blunder tapi tidak biasa dikritisi wkwkwk. Alhasil speaker dipermasalahkan. kaga nyambung.,0,2 jam yang lalu (diedit),0,0,542,wkwkwk sepertinya yang jadi juri gagal menerapkkan asas pancasila keadilan bagi seluruh rakyat indonesia ini adalah live yang direkam akan ada tim yang memantau streaming dan yang perlu mereka lakukan untuk klarifikasi jawaban adalah dengan memutar part dimana jawaban tim c disampaikan di dan dibandingkan ke jawaban tim b di kenapa ini bisa terjadi karena ketidak kompeten tim termasuk juri dan juri yang anti rasa malu karena blunder tapi tidak biasa dikritisi wkwkwk alhasil speaker dipermasalahkan kaga nyambung,wkwkwk sepertinya yang jadi juri gagal menerapkkan asas pancasila keadilan bagi seluruh rakyat indonesia ini adalah live yang direkam akan ada tim yang memantau streaming dan yang perlu mereka lakukan untuk klarifikasi jawaban adalah dengan memutar part dimana jawaban tim sih disampaikan di dan dibandingkan ke jawaban tim b di kenapa ini bisa terjadi karena ketidak kompeten tim termasuk juri dan juri yang anti rasa malu karena blunder tapi tidak biasa dikritisi wkwkwk alhasil speaker dipermasalahkan kagak menyambung,juri gagal menerapkkan asas pancasila keadilan rakyat indonesia live direkam tim memantau streaming perlu lakukan klarifikasi jawaban memutar part jawaban tim disampaikan dibandingkan jawaban tim b terjadi ketidak kompeten tim termasuk juri juri anti rasa malu blunder tidak biasa dikritisi alhasil speaker dipermasalahkan kagak menyambung,0
@YumiWijayyyy,Juriny sendiri tidak cerdas🙄,0,2 jam yang lalu,0,0,28,juriny sendiri tidak cerdas,juriny sendiri tidak cerdas,juriny tidak cerdas,0
@NodiPenri123-lv4sl,Mungkin juri tulih atau kuasa pilih kasih. Mc juga berat sepihak. Acara pilih kasih. Kasian anak2 ini benar di salah kan.,0,4 jam yang lalu,0,0,121,mungkin juri tulih atau kuasa pilih kasih mc juga berat sepihak acara pilih kasih kasian anak ini benar di salah kan,mungkin juri tulih atau kuasa pilih kasih mc juga berat sepihak acara pilih kasih kasihan anak ini benar di salah kan,juri tulih kuasa pilih kasih mc berat sepihak acara pilih kasih kasihan anak benar salah,0
@imambeyhaqi,Juri kok Budeg 😂,0,3 jam yang lalu,0,0,16,juri kok budeg,juri kok budeg,juri budeg,0
@GintungJr,Juri ne GK ngerti dewan perwakilan daerah ero ne DPD😂,0,3 jam yang lalu,0,0,53,juri ne gk ngerti dewan perwakilan daerah ero ne dpd,juri ini tidak mengerti dewan perwakilan daerah ero ini dpd,juri tidak mengerti dewan perwakilan daerah ero dpd,0
@rize40-l2v,"Ganti aja min judulnya
LOMBA CERDAS CERMAT TAPI JURINYA TIDAK CERMAT😆",0,5 jam yang lalu,0,0,70,ganti aja min judulnya lomba cerdas cermat tapi jurinya tidak cermat,ganti saja min judulnya lomba cerdas cermat tapi jurinya tidak cermat,ganti min judulnya lomba cerdas cermat jurinya tidak cermat,0
@ALOKGANTENG-y8c,Mending mau pou aj juri jmbd,0,5 jam yang lalu,0,0,28,mending mau pou aj juri jmbd,mending mau pou saja juri jmbd,mending pou juri jmbd,0
@Kreatifpedia77,Jangan budeg lah gimana sih kasian anaknya cape cape belajar eh disalahkan digu aja,0,1 jam yang lalu,0,0,83,jangan budeg lah gimana sih kasian anaknya cape cape belajar eh disalahkan digu aja,jangan budeg lah bagaimana sih kasihan anaknya capek capek belajar eh disalahkan digu saja,jangan budeg bagaimana kasihan anaknya capek capek belajar eh disalahkan digu,0
@yayatchainel,"Pak juri dan ibu juri, mohon dibersihkan terlebih dahulu kupingnya, masa jadi juri kupingnya budeg. Izin pak bu🙏",0,6 jam yang lalu (diedit),0,0,112,pak juri dan ibu juri mohon dibersihkan terlebih dahulu kupingnya masa jadi juri kupingnya budeg izin pak bu,pak juri dan ibu juri mohon dibersihkan terlebih dahulu kupingnya masa jadi juri kupingnya budeg izin pak bu,pak juri ibu juri mohon dibersihkan terlebih kupingnya masa juri kupingnya budeg izin pak bu,0
@dilaneko5991,"juri tidak adil, telinganya tolong dibawa ke dokter THT buat dikorek",0,3 jam yang lalu,0,0,68,juri tidak adil telinganya tolong dibawa ke dokter tht buat dikorek,juri tidak adil telinganya tolong dibawa ke dokter tht buat dikorek,juri tidak adil telinganya dibawa dokter tht buat dikorek,0
@muhardyadi4889,"Macam mane mao maju Indonesia, klo macam gini, juri tak berbobot dan egonye tinggi... Bise dijadikan juri... Ancoreeeee",0,5 menit yang lalu,0,0,119,macam mane mao maju indonesia klo macam gini juri tak berbobot dan egonye tinggi bise dijadikan juri ancoreeeee,macam mane mau maju indonesia kalau macam begini juri tak berbobot dan egonye tinggi bise dijadikan juri ancore,macam mane maju indonesia macam juri tak berbobot egonye tinggi bise dijadikan juri ancore,0
@anneohp,1:13:01 siapa perempuan ini ? menghancurkan kepercayaan diri adik sma ini padahal hanya ego nya yg tua dan kolot saja yang tinggi,0,5 jam yang lalu,0,0,129,siapa perempuan ini menghancurkan kepercayaan diri adik sma ini padahal hanya ego nya yg tua dan kolot saja yang tinggi,siapa perempuan ini menghancurkan kepercayaan diri adik sama ini padahal hanya ego ya yang tua dan kolot saja yang tinggi,perempuan menghancurkan kepercayaan diri adik padahal ego tua kolot tinggi,0
@ekapurnama149,"Katanya tujuan utama Lomba Cerdas Cermat (LCC) 4 Pilar MPR RI adalah meningkatkan pemahaman, kesadaran, dan pengamalan nilai-nilai kebangsaan—Pancasila, UUD 1945, NKRI, dan Bhinneka Tunggal Ika—di kalangan siswa SMA/sederajat.

LAH PENGAMALAN PANCASILA SILA KEDUA DAN KELIMA TIDAK DITERAPKAN DI LOMBA INI. JURINYA SAJA TIDAK ADIL JADI BUAT LOMBA KAYK GINI DIADAKAN??",0,4 jam yang lalu,0,0,368,katanya tujuan utama lomba cerdas cermat lcc pilar mpr ri adalah meningkatkan pemahaman kesadaran dan pengamalan nilai nilai kebangsaan pancasila uud nkri dan bhinneka tunggal ika di kalangan siswa sma sederajat lah pengamalan pancasila sila kedua dan kelima tidak diterapkan di lomba ini jurinya saja tidak adil jadi buat lomba kayk gini diadakan,katanya tujuan utama lomba cerdas cermat lcc pilar mpr ri adalah meningkatkan pemahaman kesadaran dan pengamalan nilai nilai kebangsaan pancasila uud nkri dan bhinneka tunggal ika di kalangan siswa sama sederajat lah pengamalan pancasila sila kedua dan kelima tidak diterapkan di lomba ini jurinya saja tidak adil jadi buat lomba kayk begini diadakan,katanya tujuan utama lomba cerdas cermat lcc pilar mpr ri meningkatkan pemahaman kesadaran pengamalan nilai nilai kebangsaan pancasila uud nkri bhinneka tunggal ika kalangan siswa sederajat pengamalan pancasila sila kedua kelima tidak diterapkan lomba jurinya tidak adil buat lomba kayk diadakan,0
@we-channel9031,😂😂 CERDAS CERMAT TERHINA SEPANJANG MASA 😂😂,0,2 jam yang lalu,0,0,42,cerdas cermat terhina sepanjang masa,cerdas cermat terhina sepanjang masa,cerdas cermat terhina sepanjang masa,1
@RafzAjah,juri nya ngawur,0,4 jam yang lalu,0,0,15,juri nya ngawur,juri ya ngawur,juri ngawur,0
@ferdylee3040,Buat apa menang kalo hasil dari copas jawaban orang lain dan tidak mengakui nya? Shame on you tim B,0,1 jam yang lalu,0,0,99,buat apa menang kalo hasil dari copas jawaban orang lain dan tidak mengakui nya shame on you tim b,buat apa menang kalau hasil dari copas jawaban orang lain dan tidak mengakui ya shame on you tim b,buat menang hasil copas jawaban tidak mengakui shame on you tim b,0
@ramaff9999,Sangat merusak mental peserta,0,1 jam yang lalu,0,0,29,sangat merusak mental peserta,sangat merusak mental peserta,sangat merusak mental peserta,0
@fitridwi387,sekolah lagi lah cuih jilat jilat tuh si biji satu,0,3 jam yang lalu,0,0,50,sekolah lagi lah cuih jilat jilat tuh si biji satu,sekolah lagi lah cuih jilat jilat tuh sih biji satu,sekolah cuih jilat jilat biji satu,1
@Sara_Ramadhani,ACARA APAAN KAYAK GINI KALAU JURI NYA AJA AROGAN!!,0,5 jam yang lalu,0,0,50,acara apaan kayak gini kalau juri nya aja arogan,acara apaan kayak begini kalau juri ya saja arogan,acara apaan juri arogan,0
@AdeiIrwann,"Parah"" ... Padahal jawaban nya sama . Yg 1 di kasih nilai minus yg 1 plus . Wkwkwkw . MC nya juga malah membela yg ga bener . Padahal kan simple tinggal di stop terus putar ulang rekaman nya biar tahu mana yg bener . Lol",0,3 jam yang lalu,0,0,220,parah padahal jawaban nya sama yg di kasih nilai minus yg plus wkwkwkw mc nya juga malah membela yg ga bener padahal kan simple tinggal di stop terus putar ulang rekaman nya biar tahu mana yg bener lol,parah padahal jawaban ya sama yang di kasih nilai minus yang plus wkwkwkw mc ya juga malah membela yang tidak benar padahal kan simple tinggal di stop terus putar ulang rekaman ya biar tahu mana yang benar lol,parah padahal jawaban kasih nilai minus plus wkwkwkw mc malah membela tidak benar padahal simple tinggal stop putar ulang rekaman biar tahu mana benar,0
@pahb1839,"Lembaganya bernama Majelis Permusyaratan Rakyat, tapi kelakuan pengurus/pegawainya Otoriter/Diktator (sebagaimana yg ditunjukkan para juri). Sama sekali tidak mencerminkan diksi ""Permusyaratan"".",0,5 jam yang lalu,0,0,194,lembaganya bernama majelis permusyaratan rakyat tapi kelakuan pengurus pegawainya otoriter diktator sebagaimana yg ditunjukkan para juri sama sekali tidak mencerminkan diksi permusyaratan,lembaganya bernama majelis permusyaratan rakyat tapi kelakuan pengurus pegawainya otoriter diktator sebagaimana yang ditunjukkan para juri sama sekali tidak mencerminkan dikasih permusyaratan,lembaganya bernama majelis permusyaratan rakyat kelakuan pengurus pegawainya otoriter diktator sebagaimana ditunjukkan juri sekali tidak mencerminkan dikasih permusyaratan,0
@rikaapriliza6433,Salatulis,0,4 jam yang lalu,0,0,9,salatulis,salatulis,salatulis,0
@yudhistira.yudha09,Kalo budeg ga usah jadi juri mas,0,57 menit yang lalu,0,0,32,kalo budeg ga usah jadi juri mas,kalau budeg tidak usah jadi juri mas,budeg tidak usah juri mas,0
@loveofmylife1784,"JURI nya bLoon gak mau mengaLah padahaL jeLas saLah ....  
Istilah Jawa nya ""Mundur Isen""  ... 

KopLak",0,3 jam yang lalu,0,0,106,juri nya bloon gak mau mengalah padahal jelas salah istilah jawa nya mundur isen koplak,juri ya bloon tidak mau mengalah padahal jelas salah istilah jawa ya mundur isen kocak,juri bloon tidak mengalah padahal jelas salah istilah jawa mundur isen kocak,0
@nasirawaludin7109,NGAKUNYA  JURI KOMPETEN  TAPI  2  JURI  BUDEG  KUPINGNYA  JADI  MERUSAK  MENTAL  ANAK  BANGSA  PECAT   MERUSAK  CITRA MPR  TUH  OKNUM JURI  BUDEG,0,5 jam yang lalu,0,0,145,ngakunya juri kompeten tapi juri budeg kupingnya jadi merusak mental anak bangsa pecat merusak citra mpr tuh oknum juri budeg,ngakunya juri kompeten tapi juri budeg kupingnya jadi merusak mental anak bangsa pecat merusak citra mpr tuh oknum juri budeg,ngakunya juri kompeten juri budeg kupingnya merusak mental anak bangsa pecat merusak citra mpr oknum juri budeg,0
@bapebae3012,ANEH,0,5 jam yang lalu,0,0,4,aneh,aneh,aneh,0
@renzchannel814,Ga bermutu jurinya,0,10 menit yang lalu,0,0,18,ga bermutu jurinya,tidak bermutu jurinya,tidak bermutu jurinya,0
@queenbeet-rex,Mc nya problematik juga taeek,0,3 jam yang lalu,0,0,29,mc nya problematik juga taeek,mc ya problematik juga taeek,mc problematik taeek,0
@Nasywa_fat,Woi juri tuli sok asik kau curang pokok nya ini gak adil sampe dibahas banyak orang,0,4 jam yang lalu,0,0,83,woi juri tuli sok asik kau curang pokok nya ini gak adil sampe dibahas banyak orang,woi juri tuli sok asik kau curang pokok ya ini tidak adil sampai dibahas banyak orang,juri tuli sok asik kau curang pokok tidak adil dibahas,0
@EvolutionHH,"Minimal kalau kebelet berak, Jangan jadi juri tunda aja dulu kompetisinya",0,3 jam yang lalu,0,0,73,minimal kalau kebelet berak jangan jadi juri tunda aja dulu kompetisinya,minimal kalau kebelet berak jangan jadi juri tunda saja dulu kompetisinya,minimal kebelet berak jangan juri tunda dulu kompetisinya,0
@engkhonggaul9421,"Dewan juri dan mc nya pada BUDEG dan arogan, mempertontonkan KETIDAK ADILAN dan AROGAN dihadapan anak anak penerus bangsa",0,5 jam yang lalu,0,0,121,dewan juri dan mc nya pada budeg dan arogan mempertontonkan ketidak adilan dan arogan dihadapan anak anak penerus bangsa,dewan juri dan mc ya pada budeg dan arogan mempertontonkan ketidak adilan dan arogan dihadapan anak anak penerus bangsa,dewan juri mc budeg arogan mempertontonkan ketidak adilan arogan dihadapan anak anak penerus bangsa,0
@yuamikamii,juara 1 settingan juri..,0,1 jam yang lalu,0,0,24,juara settingan juri,juara settingan juri,juara settingan juri,0
@srisulastri-hq9vy,1:10:37 apaan sih juri nya dah GK cermat GK mau di kritik dasar juri paling payah dari semua juri yg ada,0,2 jam yang lalu,0,0,104,apaan sih juri nya dah gk cermat gk mau di kritik dasar juri paling payah dari semua juri yg ada,apaan sih juri ya sudah tidak cermat tidak mau di kritik dasar juri paling payah dari semua juri yang ada,apaan juri tidak cermat tidak kritik dasar juri paling payah juri,0
@Ghan9754,Cerdas cermat tapi jurinya tidak cerdas,0,4 jam yang lalu,0,0,39,cerdas cermat tapi jurinya tidak cerdas,cerdas cermat tapi jurinya tidak cerdas,cerdas cermat jurinya tidak cerdas,0
@KInaar37,"Itu kuping si MC sama JURI ketutupan duit atau gimana? Besok-besok gak usah buat LCC aja, malu-maluin",0,2 jam yang lalu,0,0,101,itu kuping si mc sama juri ketutupan duit atau gimana besok besok gak usah buat lcc aja malu maluin,itu kuping sih mc sama juri ketutupan duit atau bagaimana besok besok tidak usah buat lcc saja malu maluin,kuping mc juri ketutupan duit bagaimana besok besok tidak usah buat lcc malu maluin,0
@Radenql12233,Capek gua,0,5 jam yang lalu,0,0,9,capek gua,capek gua,capek gua,1
@aduargument8517,"Proyek oh proyek ckckck, it's about a business bro. Hah Edukasi!!?? Proyek validasi bro Wkwkwk",0,4 jam yang lalu,0,0,94,proyek oh proyek ckckck it s about a business bro hah edukasi proyek validasi bro wkwkwk,proyek oh proyek ckckck itu si about a business bro hah edukasi proyek validasi bro wkwkwk,proyek proyek ckckck si about a business hah edukasi proyek validasi,1
@Tuti6263,Karena dewan jurinya budeg..mesti periksa d tht 🙄,0,1 jam yang lalu,0,0,49,karena dewan jurinya budeg mesti periksa d tht,karena dewan jurinya budeg mesti periksa di tht,dewan jurinya budeg mesti periksa tht,0
@nithaimut8574,"Jurinya tidak 👎🏻 sportif,
Tidak mau mengakui kesalahan,
Ini merusak mental anak",0,5 jam yang lalu,0,0,81,jurinya tidak sportif tidak mau mengakui kesalahan ini merusak mental anak,jurinya tidak sportif tidak mau mengakui kesalahan ini merusak mental anak,jurinya tidak sportif tidak mengakui kesalahan merusak mental anak,0
@B3883B,"COPOT DAN BLACKLIST DEWAN JURI DARI JABATAN DI MPR RI BERI SANKSI TEGAS HARUS MEMBUAT PERMOHONAN MAAF SECARA TERBUKA DI MEDIA NASIONAL DAN AKUI BAHWA DIRINYA MEMBUAT KESALAHAN BESAR DAN MEREVISI HASIL CERDAS CERMAT KALIMANTAN BARAT!!!!  TERUNTUK MC HARUS MEMBUAT PERMOHONAN MAAF SECARA TERBUKA DI MEDIA NASIONAL DAN AKUI BAHWA DIRINYA MEMBUAT KESALAHAN BESAR ATAS TINDAKAN MEM-BULLY SECARA VERBAL DENGAN BERKATA ""ITU HANYA PERASAAN ADIK-ADIK SAJA!!!!'",0,6 jam yang lalu,0,0,451,copot dan blacklist dewan juri dari jabatan di mpr ri beri sanksi tegas harus membuat permohonan maaf secara terbuka di media nasional dan akui bahwa dirinya membuat kesalahan besar dan merevisi hasil cerdas cermat kalimantan barat teruntuk mc harus membuat permohonan maaf secara terbuka di media nasional dan akui bahwa dirinya membuat kesalahan besar atas tindakan mem bully secara verbal dengan berkata itu hanya perasaan adik adik saja,copot dan blacklist dewan juri dari jabatan di mpr ri beri sanksi tegas harus membuat permohonan maaf secara terbuka di media nasional dan akui bahwa dirinya membuat kesalahan besar dan merevisi hasil cerdas cermat kalimantan barat teruntuk mc harus membuat permohonan maaf secara terbuka di media nasional dan akui bahwa dirinya membuat kesalahan besar atas tindakan mem bully secara verbal dengan berkata itu hanya perasaan adik adik saja,copot blacklist dewan juri jabatan mpr ri beri sanksi tegas membuat permohonan maaf terbuka media nasional akui dirinya membuat kesalahan besar merevisi hasil cerdas cermat kalimantan barat teruntuk mc membuat permohonan maaf terbuka media nasional akui dirinya membuat kesalahan besar tindakan mem bully verbal berkata perasaan adik adik,0
@restu7003,memalukan... jurinya viral di medsos,0,4 jam yang lalu (diedit),0,0,36,memalukan jurinya viral di medsos,memalukan jurinya viral di medsos,memalukan jurinya viral medsos,0
@jimmychiky,cerdas cermat doang juri nya ga cerdas😂,0,6 jam yang lalu,0,0,39,cerdas cermat doang juri nya ga cerdas,cerdas cermat doang juri ya tidak cerdas,cerdas cermat juri tidak cerdas,0
@user-ze5wu8bn5d,"Report aja udh, lonba akademik besar kaya gini aja bisa ada kecurangan dengan alasan gk dengar, kalo gitu jadi tuli aja udah😂😂",0,5 jam yang lalu,0,0,126,report aja udh lonba akademik besar kaya gini aja bisa ada kecurangan dengan alasan gk dengar kalo gitu jadi tuli aja udah,report saja sudah lonba akademik besar kayak begini saja bisa ada kecurangan dengan alasan tidak dengar kalau begitu jadi tuli saja sudah,report lonba akademik besar kecurangan alasan tidak dengar tuli,0
